STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i7-7500U CPU @ 2.70GHz,
CPU type:,Intel Kabylake processor,
CPU clock:,2.901007583 GHz,
TABLE,Region StartNewtonTrab1,Group 1 Raw,FLOPS_DP,6
Region Info,HWThread 3,
RDTSC Runtime [s],0.042590,
call count,1,
Event,Counter,HWThread 3
INSTR_RETIRED_ANY,FIXC0,116407600
CPU_CLK_UNHALTED_CORE,FIXC1,84842530
CPU_CLK_UNHALTED_REF,FIXC2,91459660
FP_ARITH_INST_RETIRED_128B_PACKED_DOUBLE,PMC0,6
FP_ARITH_INST_RETIRED_SCALAR_DOUBLE,PMC1,876988
FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,PMC2,0
TABLE,Region StartNewtonTrab1,Group 1 Metric,FLOPS_DP,9
Metric,HWThread 3,
Runtime (RDTSC) [s],0.0426,
Runtime unhalted [s],0.0292,
Clock [MHz],2691.1189,
CPI,0.7288,
DP [MFLOP/s],20.5917,
AVX DP [MFLOP/s],0,
Packed [MUOPS/s],0.0001,
Scalar [MUOPS/s],20.5914,
Vectorization ratio,0.0007,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i7-7500U CPU @ 2.70GHz,
CPU type:,Intel Kabylake processor,
CPU clock:,2.901007583 GHz,
TABLE,Region AlocVariavelTrab1,Group 1 Raw,FLOPS_DP,6
Region Info,HWThread 3,
RDTSC Runtime [s],0.000014,
call count,1,
Event,Counter,HWThread 3
INSTR_RETIRED_ANY,FIXC0,13644
CPU_CLK_UNHALTED_CORE,FIXC1,26413
CPU_CLK_UNHALTED_REF,FIXC2,28435
FP_ARITH_INST_RETIRED_128B_PACKED_DOUBLE,PMC0,0
FP_ARITH_INST_RETIRED_SCALAR_DOUBLE,PMC1,10
FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,PMC2,0
TABLE,Region AlocVariavelTrab1,Group 1 Metric,FLOPS_DP,9
Metric,HWThread 3,
Runtime (RDTSC) [s],1.380101e-05,
Runtime unhalted [s],9.104768e-06,
Clock [MHz],2694.7182,
CPI,1.9359,
DP [MFLOP/s],0.7246,
AVX DP [MFLOP/s],0,
Packed [MUOPS/s],0,
Scalar [MUOPS/s],0.7246,
Vectorization ratio,0,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i7-7500U CPU @ 2.70GHz,
CPU type:,Intel Kabylake processor,
CPU clock:,2.901007583 GHz,
TABLE,Region LeVariavelTrab1,Group 1 Raw,FLOPS_DP,6
Region Info,HWThread 3,
RDTSC Runtime [s],0.000020,
call count,1,
Event,Counter,HWThread 3
INSTR_RETIRED_ANY,FIXC0,44260
CPU_CLK_UNHALTED_CORE,FIXC1,53575
CPU_CLK_UNHALTED_REF,FIXC2,57717
FP_ARITH_INST_RETIRED_128B_PACKED_DOUBLE,PMC0,0
FP_ARITH_INST_RETIRED_SCALAR_DOUBLE,PMC1,10
FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,PMC2,0
TABLE,Region LeVariavelTrab1,Group 1 Metric,FLOPS_DP,9
Metric,HWThread 3,
Runtime (RDTSC) [s],1.950523e-05,
Runtime unhalted [s],1.846772e-05,
Clock [MHz],2692.8198,
