CPI,1.2105,
DP [MFLOP/s],0.5127,
AVX DP [MFLOP/s],0,
Packed [MUOPS/s],0,
Scalar [MUOPS/s],0.5127,
Vectorization ratio,0,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i7-7500U CPU @ 2.70GHz,
CPU type:,Intel Kabylake processor,
CPU clock:,2.901007583 GHz,
TABLE,Region EscreveParciaisTrab1,Group 1 Raw,FLOPS_DP,6
Region Info,HWThread 3,
RDTSC Runtime [s],0.008488,
call count,1,
Event,Counter,HWThread 3
INSTR_RETIRED_ANY,FIXC0,13622810
CPU_CLK_UNHALTED_CORE,FIXC1,9835021
CPU_CLK_UNHALTED_REF,FIXC2,10599960
FP_ARITH_INST_RETIRED_128B_PACKED_DOUBLE,PMC0,2
FP_ARITH_INST_RETIRED_SCALAR_DOUBLE,PMC1,2062
FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,PMC2,0
TABLE,Region EscreveParciaisTrab1,Group 1 Metric,FLOPS_DP,9
Metric,HWThread 3,
Runtime (RDTSC) [s],0.0085,
Runtime unhalted [s],0.0034,
Clock [MHz],2691.6583,
CPI,0.7220,
DP [MFLOP/s],0.2434,
AVX DP [MFLOP/s],0,
Packed [MUOPS/s],0.0002,
Scalar [MUOPS/s],0.2429,
Vectorization ratio,0.0969,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i7-7500U CPU @ 2.70GHz,
CPU type:,Intel Kabylake processor,
CPU clock:,2.901007583 GHz,
TABLE,Region MetodoNewtonTrab1,Group 1 Raw,FLOPS_DP,6
Region Info,HWThread 3,
RDTSC Runtime [s],0.032406,
call count,1,
Event,Counter,HWThread 3
INSTR_RETIRED_ANY,FIXC0,102673000
CPU_CLK_UNHALTED_CORE,FIXC1,74789530
CPU_CLK_UNHALTED_REF,FIXC2,80624720
FP_ARITH_INST_RETIRED_128B_PACKED_DOUBLE,PMC0,4
FP_ARITH_INST_RETIRED_SCALAR_DOUBLE,PMC1,874816
FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,PMC2,0
TABLE,Region MetodoNewtonTrab1,Group 1 Metric,FLOPS_DP,9
Metric,HWThread 3,
Runtime (RDTSC) [s],0.0324,
Runtime unhalted [s],0.0258,
Clock [MHz],2691.0480,
CPI,0.7284,
DP [MFLOP/s],26.9954,
AVX DP [MFLOP/s],0,
Packed [MUOPS/s],0.0001,
Scalar [MUOPS/s],26.9952,
Vectorization ratio,0.0005,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i7-7500U CPU @ 2.70GHz,
CPU type:,Intel Kabylake processor,
CPU clock:,2.901007583 GHz,
TABLE,Region LiberaMemoriaTrab1,Group 1 Raw,FLOPS_DP,6
Region Info,HWThread 3,
RDTSC Runtime [s],0.000002,
call count,1,
Event,Counter,HWThread 3
INSTR_RETIRED_ANY,FIXC0,7347
CPU_CLK_UNHALTED_CORE,FIXC1,14011
CPU_CLK_UNHALTED_REF,FIXC2,14883
FP_ARITH_INST_RETIRED_128B_PACKED_DOUBLE,PMC0,0
FP_ARITH_INST_RETIRED_SCALAR_DOUBLE,PMC1,10
FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,PMC2,0
TABLE,Region LiberaMemoriaTrab1,Group 1 Metric,FLOPS_DP,9
Metric,HWThread 3,
Runtime (RDTSC) [s],1.648766e-06,
Runtime unhalted [s],4.829701e-06,
Clock [MHz],2731.0366,
CPI,1.9070,
DP [MFLOP/s],6.0651,
AVX DP [MFLOP/s],0,
Packed [MUOPS/s],0,
Scalar [MUOPS/s],6.0651,
Vectorization ratio,0,
